base name:
fluent-log-fluent_controller__fluentbit__proof__helper_invariants__proof__lemma_always_response_at_after_get_resource_step_is_resource_get_response.smt2

query path:
dbg/fluent-log-fluent_controller__fluentbit__proof__helper_invariants__proof__lemma_always_response_at_after_get_resource_step_is_resource_get_response.smt2/orig.smt2

trace path:
dbg/fluent-log-fluent_controller__fluentbit__proof__helper_invariants__proof__lemma_always_response_at_after_get_resource_step_is_resource_get_response.smt2/traces/rename.8248747774546786090

10094 unknown

verus procedure:
Function-Def fluent_controller::fluent_controller::fluentbit::proof::helper_invariants::proof::lemma_always_response_at_after_get_resource_step_is_resource_get_response
controller_examples/fluent_controller/fluentbit/proof/helper_invariants/proof.rs:98

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_fluent_controller!kubernetes_api_objects.spec.resource.ResourceVie...       364     0     0     0     0
mariposa_qid_77                                                                      361     3     3     2     3
internal_fluent_controller!kubernetes_api_objects.spec.role_binding.RoleRef...       334     0     0     0     0
internal_crate__fun__2_apply_definition                                              329     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__4.get_res...       327     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__4.get_res...       327     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__EnvVar...       324     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       316     1     1     1     1
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.conta...       315     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.conta...       315     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.daemon_set.DaemonSet...       309     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service_account.Serv...       303     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.resource.ResourceVie...       302     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__volume__VolumeVie...       297     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__volume__VolumeVie...       295     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       295     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__role_binding__Rol...       293     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       293     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       292     0     0     0     0
internal_crate__fun__2_box_axiom_definition                                          281    23    22    22    22
internal_fluent_controller__kubernetes_api_objects__spec__volume__HostPathV...       278     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServiceView....       276     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__volume__HostPathV...       276     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.HostPathVolum...       276     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__common__ObjectRef...       275    15    19    16    19
internal_fluent_controller!kubernetes_cluster.spec.message.Message./Message...       260     0     0     0     0
internal_crate__fun__1_box_axiom_definition                                          260    14    14    14    14
internal_fluent_controller!kubernetes_api_objects.spec.role.RoleView./RoleV...       254     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.APIRespon...       251     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.GetReques...       249     0     0     0     0
internal_crate__fun__2_unbox_axiom_definition                                        248     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__role__RoleView_un...       246     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__daemon_set__Daemo...       240     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Ongoing...       237     2     3     2     3
mariposa_qid_78                                                                      229     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.Message./Message...       227     1     1     1     1
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.servi...       226     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service_account.Serv...       226     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.servi...       226     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.servi...       226     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__GetRe...       225     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__service_account__...       223     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.common.ObjectRef./Ob...       219     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__common__ObjectRef...       216     2     3     3     3
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       214     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service_account.Serv...       211     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       211     0     0     0     0
internal_fluent_controller!state_machine.action.Action./Action_constructor_...       203     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.GetReques...       202     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__service__ServiceV...       201     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServicePortV...       194     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__service__ServiceP...       194     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       193     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.impl&__3.def...       191     0     0     0     0
internal_fluent_controller!fluent_controller.fluentbit.trusted.spec_types.F...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.impl&__3.def...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServicePortV...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerP...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.s...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.s...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServicePortV...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.d...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServicePortV...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerP...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.s...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.d...       191     0     0     0     0
internal_fluent_controller!fluent_controller.fluentbit.trusted.spec_types.F...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__3.s...       191     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.service.ServicePortV...       191     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__message__MessageConte...       183     2     3     3     3
internal_fluent_controller__kubernetes_cluster__spec__message__Message_unbo...       183     1     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__message__Message_box_...       181     3     3     3     3
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerP...       181     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       179     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.Message./Message...       178     1     2     4     2
internal_vstd__multiset__Multiset<fluent_controller!kubernetes_cluster.spec...       174     0     0     0     0
internal_fluent_controller!state_machine.action.Action./Action/transition_i...       174     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.role_binding.RoleRef...       172     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.role_binding.RoleRef...       172     0     0     0     0
internal_vstd!multiset.impl&__0.count.?_pre_post_definition                          170     0     0     0     0
internal_vstd__multiset__Multiset<fluent_controller!kubernetes_cluster.spec...       169     0     0     0     0
internal_vstd__multiset__Multiset<fluent_controller!kubernetes_cluster.spec...       169     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       168     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       167     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       165     0     0     0     0
internal_fluent_controller__state_machine__action__Action_box_axiom_definit...       164    18    18    18    18
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.EnvVarView...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.pod.PodSpecView./Pod...       162     0     0     0     0
internal_fluent_controller!fluent_controller.fluentbit.model.resource.daemo...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__12.def...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__volume__ObjectFie...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__12.def...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.pod.PodSpecView./Pod...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__8.d...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.ObjectFieldSe...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.EnvVarView...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.impl&__8.d...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.ObjectFieldSe...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.pod.PodSpecView./Pod...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.pod.PodSpecView./Pod...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.EnvVarView...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.ObjectFieldSe...       162     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__EnvVar...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ContainerV...       162     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.volum...       161     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.conta...       160     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.volum...       159     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.volum...       159     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       157     0     0     0     0
internal_vstd!set.impl&__0.insert.?_pre_post_definition                              157     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       157     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       154     0     0     0     0
internal_vstd!map.impl&__0.dom.?_pre_post_definition                                 154     1     1     1     1
internal_fluent_controller!reconciler.spec.resource_builder.ResourceBuilder...       151     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       150     0     0     0     0
internal_fluent_controller__temporal_logic__defs__TempPred_box_axiom_defini...       150    12    12    12    12
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       148     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.APIReques...       148     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.role.RoleView./RoleV...       148     0     0     0     0
internal_fluent_controller!temporal_logic.defs.impl&__1.new.?_definition             147     8     8     8     8
internal_fluent_controller!kubernetes_api_objects.spec.role_binding.RoleBin...       147     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__role_binding__Rol...       147     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       147     0     0     0     0
internal_fluent_controller!reconciler.spec.io.RequestView./KRequest/0_invar...       147     1     1     1     1
internal_fluent_controller!reconciler.spec.io.RequestView./ExternalRequest/...       147     1     1     1     1
internal_fluent_controller!temporal_logic.defs.impl&__1.new.?_pre_post_defi...       147     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.pod.L...       146     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.pod.L...       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__Securi...       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__ProbeV...       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__Securi...       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__Securi...       146     0     0     0     0
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.pod.L...       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__container__ProbeV...       146     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.container.ProbeView....       146     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__GetRe...       143    14    17    15    17
internal_fluent_controller__kubernetes_api_objects__spec__container__Volume...       139     0     0     0     0
internal_fluent_controller__temporal_logic__defs__TempPred_unbox_axiom_defi...       138     1     1     1     1
internal_fluent_controller!temporal_logic.defs.TempPred./TempPred_construct...       138     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.role.RoleView./RoleV...       138     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       135     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       132     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       132     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       132     0     0     0     0
user_vstd__map__axiom_map_insert_domain_4                                            132     3     3     3     3
internal_fluent_controller!kubernetes_api_objects.spec.volume.VolumeView./V...       132     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__0.set_...       132     0     0     0     0
mariposa_qid_71                                                                      132     3     3     2     3
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__0.set_...       132     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       128     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       128    10    11    11    11
internal_fluent_controller__state_machine__action__Action_unbox_axiom_defin...       125     0     0     0     0
user_vstd__map__axiom_map_insert_different_6                                         125     2     2     2     2
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       123     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__On...       118     3     3     3     3
mariposa_qid_209                                                                     117
- [root]                                                                               7     1     1     1     1
- user_fluent_controller__kubernetes_cluster__spec__cluster__Cluster__each_ob...     110     1     1     1     1
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       113     0     0     0     0
internal_fluent_controller__reconciler__spec__io__ResponseView_box_axiom_de...       112     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       112     0     0     0     0
user_vstd__set__axiom_set_insert_different_68                                        112     1     1     1     1
internal_vstd__set__Set<fluent_controller!kubernetes_api_objects.spec.commo...       111     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.daemon_set.DaemonSet...       108     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__daemon_set__Daemo...       106     0     0     0     0
user_vstd__map__axiom_map_insert_same_5                                              105     3     3     3     3
internal_fluent_controller__kubernetes_cluster__spec__message__RestIdAlloca...       105     1     1     1     1
mariposa_qid_73                                                                      105     3     2     2     2
internal_fluent_controller!state_machine.action.Action./Action/precondition...       102    13    13    13    13
internal_fluent_controller!state_machine.action.Action./Action/precondition...       102     1     1     1     1
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.owner...       101     0     0     0     0
internal_vstd!map.impl&__0.insert.?_pre_post_definition                              101     0     0     0     0
internal_crate__fun__1_constructor_definition                                        100
- [root]                                                                             100     0     0     0     0
- internal_crate__fun__1_constructor_inner_definition                                  0     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__error__APIError_box_axi...       100     0     0     0     0
internal_fluent_controller!state_machine.action.Action./Action/transition_a...        99    13    12    12    12
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__2.set_...        99     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__0.set_...        99     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__2.set_...        99     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.impl&__0.set_...        99     0     0     0     0
internal_core!result.Result./Err/0_invariant_definition                               98     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.APIRespon...        98     1     2     1     2
internal_fluent_controller!kubernetes_api_objects.spec.api_method.APIRespon...        98     2     2     2     2
internal_crate__fun__1_unbox_axiom_definition                                         98     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__error__APIError_unbox_a...        97     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__error__APIError_has_typ...        96     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.CreateRes...        96     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateRes...        96     1     1     1     1
internal_vstd__set__Set<fluent_controller!kubernetes_api_objects.spec.commo...        96     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__Creat...        96     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__Updat...        96     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.CreateRes...        96     1     1     1     1
internal_vstd__set__Set<fluent_controller!kubernetes_api_objects.spec.commo...        96     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateRes...        96     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__network__types__Netwo...        96     0     0     0     0
user_vstd__set__axiom_set_insert_same_67                                              94     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.common.ObjectRef./Ob...        93     1     1     1     1
internal_fluent_controller__kubernetes_api_objects__spec__volume__SecretVol...        92     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.volume.SecretVolumeS...        92     0     0     0     0
