base name:
mimalloc--queues__page_queue_push_back.smt2

query path:
dbg/mimalloc--queues__page_queue_push_back.smt2/orig.smt2

trace path:
dbg/mimalloc--queues__page_queue_push_back.smt2/traces/shuffle.13944507908460441051

10128 unknown

verus procedure:
Function-Def lib::queues::page_queue_push_back
verus-mimalloc/queues.rs:402

traced instantiations:
QID                                                                                  T    P0    P1    P2    P3
internal_lib!types.PageInner./PageInner/flags1_accessor_definition                 793     0     0     0     0
internal_tuple__4./tuple__4/0_accessor_definition                                  792    10    10    10     9
prelude_box_unbox_bool                                                             791     4     3     3     3
internal_lib!types.PageInner./PageInner/flags1_invariant_definition                790     0     0     0     0
internal_lib__linked_list__LL_box_axiom_definition                                 787     2     2     2     2
internal_lib!linked_list.impl&__2.len.?_pre_post_definition                        786     0     0     0     0
internal_tuple__4./tuple__4/2_accessor_definition                                  778     9     8     8     8
internal_tuple__4./tuple__4/3_accessor_definition                                  772     9     8     8     8
prelude_has_type_bool                                                              765     2     2     2     2
internal_lib!flags.impl&__0.in_full.?_definition                                   758     0     0     0     0
internal_lib!tokens.PageId./PageId_constructor_definition                          757     0     0     0     0
internal_lib!page_organization.PageData./PageData/is_used_accessor_definiti...     756    16    19    18    16
internal_lib!page_organization.PageData./PageData/offset_accessor_definitio...     753    14    15    16    15
internal_tuple__4./tuple__4/1_accessor_definition                                  737    16    18    17    17
internal_crate__tuple__4_box_axiom_definition                                      703    13    17    15    14
internal_core!option.Option./None_constructor_definition                           699     0     0     0     0
internal_vstd!ptr.PointsToData./PointsToData_constructor_definition                697     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize/atomic_inv_acce...     696     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__4.constant.?_pre_post_definition         696     2     2     2     2
internal_lib__atomic_ghost_modified__AtomicUsize_box_axiom_definition              696     0     0     0     0
internal_vstd__atomic__PAtomicUsize_box_axiom_definition                           696     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize/not_cancelled_t...     696     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__4.well_formed.?_definition               696     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize/cancellable_ins...     696     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize/patomic_accesso...     696     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__4.constant.?_definition                  696     2     2     2     2
internal_lib!linked_list.impl&__2.block_size.?_pre_post_definition                 694     0     0     0     0
internal_vstd__ptr__PointsToData_unbox_axiom_definition                            690     0     0     0     0
internal_vstd__cell__PointsTo<lib!types.PageInner.>_box_axiom_definition           683     4     4     4     4
internal_lib!page_organization.PageData./PageData/page_header_kind_accessor...     674    12    12    14    13
internal_lib!types.page_organization_used_queues_match.?_definition                672
- [root]                                                                            22     4     4     4     4
- user_lib__types__page_organization_used_queues_match_153                         325     5     5     5     5
- user_lib__types__page_organization_used_queues_match_152                         325     5     5     5     5
internal_vstd!ptr.PointsToData./PointsToData/value_invariant_definition            670     7     7     7     7
internal_lib!types.PageLocalAccess./PageLocalAccess/inner_accessor_definiti...     666    22    26    23    23
internal_lib__types__PageInner_box_axiom_definition                                664     8    10    10     9
internal_lib!types.PageInner./PageInner_constructor_definition                     664     0     0     0     0
internal_lib!linked_list.impl&__2.page_id.?_pre_post_definition                    660     0     0     0     0
internal_lib!page_organization.DlistHeader./DlistHeader_constructor_definit...     655     3     3     3     3
internal_lib!page_organization.PageData./PageData/offset_invariant_definiti...     654     1     1     1     1
internal_lib!linked_list.impl&__2.heap_id.?_pre_post_definition                    654     0     0     0     0
internal_lib__page_organization__PageData_unbox_axiom_definition                   654     7     6     6     8
internal_crate__tuple__2_box_axiom_definition                                      653     5     5     5     5
internal_lib!page_organization.PageData./PageData/count_accessor_definition        648    10    10    10    10
internal_crate__tuple__2_unbox_axiom_definition                                    642     0     0     0     0
internal_lib!types.Local./Local/heap_accessor_definition                           642    12    12    12    13
internal_lib__types__PageLocalAccess_box_axiom_definition                          640    11    12    11    12
user_vstd__set__axiom_set_ext_equal_101                                            638
- [root]                                                                           452     3     3     3     3
- user_vstd__set__axiom_set_ext_equal_100                                          186     0     0     0     0
internal_lib!page_organization.PageData./PageData/page_header_kind_invarian...     626     4     4     4     4
internal_lib!types.PageSharedAccess./PageSharedAccess/points_to_accessor_de...     625    23    22    23    23
internal_lib!types.Local./Local/pages_accessor_definition                          620     5     5     5     5
internal_ens__lib!os_mem_util.preserves_mem_chunk_good._definition                 613
- [root]                                                                            75     2     2     2     2
- user_lib__os_mem_util__preserves_mem_chunk_good_173                              538     2     2     2     2
internal_vstd__set__Set<lib!tokens.PageId.>_unbox_axiom_definition                 613     1     1     1     1
internal_lib!page_organization.PageData./PageData/count_invariant_definitio...     605     4     4     4     4
internal_lib__page_organization__PageData_box_axiom_definition                     602     8     8     8     8
internal_lib!types.Local./Local/thread_token_accessor_definition                   601     6     6     6     5
internal_lib__atomic_ghost_modified__AtomicUsize_unbox_axiom_definition            600     0     0     0     0
internal_lib!types.PageLocalAccess./PageLocalAccess/count_accessor_definiti...     600    21    25    22    22
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize/atomic_inv_inva...     600     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicUsize./AtomicUsize_constructor_def...     600     0     0     0     0
prelude_box_unbox_nat                                                              598     4     4     4     4
prelude_unbox_int                                                                  598     0     0     0     0
internal_lib!types.page_organization_pages_match.?_definition                      593
- [root]                                                                            50     3     4     4     3
- user_lib__types__page_organization_pages_match_154                               543     9     9    11    10
internal_lib!types.SegmentLocalAccess./SegmentLocalAccess/mem_accessor_defi...     592     2     2     2     2
internal_lib!page_organization.DlistEntry./DlistEntry_constructor_definitio...     589     5     5     5     5
internal_lib!types.Local./Local/instance_accessor_definition                       589     6     6     6     5
internal_lib__types__PageLocalAccess_has_type_always_definition                    588     4     4     4     4
internal_lib__os_mem__MemChunk_box_axiom_definition                                584     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader_constructor_definition             584     0     0     0     0
internal_lib!types.PageLocalAccess./PageLocalAccess/next_accessor_definitio...     583    18    23    19    20
internal_lib!types.PageLocalAccess./PageLocalAccess/prev_accessor_definitio...     583    18    23    19    19
internal_lib!page_organization.PageOrg.impl&__4.inv_used.?_definition              576
- [root]                                                                            22     1     1     1     1
- user_lib__page_organization__PageOrg__State__inv_used_137                        554     1     1     1     2
internal_lib__types__PageLocalAccess_unbox_axiom_definition                        575    17    17    16    17
internal_lib__types__PageSharedAccess_box_axiom_definition                         570    17    17    17    16
internal_lib__types__PageInner_unbox_axiom_definition                              570    10    11     9    10
internal_lib!tokens.PageState./PageState_constructor_definition                    566     0     0     0     0
user_vstd__map__axiom_map_insert_domain_77                                         563    15    16    15    15
internal_lib!types.Local./Local/thread_id_accessor_definition                      561    15    15    15    15
internal_lib__types__Page_box_axiom_definition                                     549     9     9     9     9
internal_lib__types__Local_box_axiom_definition                                    545    12    12    12    13
prelude_has_type_uint                                                              545     0     0     0     0
internal_lib__page_organization__PageHeaderKind_unbox_axiom_definition             539     3     3     3     3
internal_lib!types.PageQueue./PageQueue/block_size_accessor_definition             538    13    13    13    13
internal_lib!types.Local./Local/segments_accessor_definition                       536     5     5     5     4
internal_lib!types.Local./Local/page_empty_global_accessor_definition              533     7     7     7     7
internal_lib!types.Local./Local/unused_pages_accessor_definition                   533     5     5     5     5
internal_lib!page_organization.PageHeaderKind./Normal/1_accessor_definition        532     3     3     3     4
internal_lib!tokens.PageId./PageId/idx_accessor_definition                         529     6     6     6     7
internal_lib!tokens.PageId./PageId/segment_id_accessor_definition                  525     0     2     0     0
internal_vstd!set.impl&__0.insert.?_pre_post_definition                            525     0     0     0     0
internal_vstd__ptr__PPtr<lib!types.Page.>_has_type_always_definition               521     0     0     0     0
internal_lib!types.Local./Local/heap_id_accessor_definition                        520     8     8     8     9
internal_lib!types.PageQueue./PageQueue/last_accessor_definition                   520     7     7     7     7
internal_lib!types.Page./Page/offset_accessor_definition                           519     0     0     0     0
internal_lib!types.Local./Local/tld_id_accessor_definition                         519     8     8     8     8
internal_lib!types.Local./Local/page_organization_accessor_definition              518     8     8     8     8
internal_vstd__ptr__PPtr<lib!types.Page.>_unbox_axiom_definition                   518     1     1     1     1
internal_lib!types.Local./Local/tld_accessor_definition                            511     4     4     4     4
internal_lib!types.Local./Local/my_inst_accessor_definition                        507     4     4     4     4
internal_lib!types.Local./Local/checked_token_accessor_definition                  507     4     4     4     4
internal_lib!types.Page./Page/offset_invariant_definition                          505     0     0     0     0
internal_lib!types.Local./Local/psa_accessor_definition                            505     5     5     5     5
internal_lib!types.Local./Local/is_thread_accessor_definition                      503     4     4     4     4
internal_vstd__cell__PointsTo<u32.>_box_axiom_definition                           503     4     4     4     4
internal_lib!types.impl&__18.wf_basic.?_definition                                 498
- [root]                                                                            40     4     4     4     4
- user_lib__types__HeapLocalAccess__wf_basic_149                                   458     4     4     4     4
internal_lib__types__PageQueue_box_axiom_definition                                491     3     3     3     3
internal_lib!types.PageInner./PageInner/reserved_accessor_definition               490     3     3     3     3
internal_lib!types.PageInner./PageInner/capacity_accessor_definition               489     6     6     6     6
internal_lib__tokens__SegmentId_box_axiom_definition                               486     0     0     0     0
internal_lib!page_organization.PageHeaderKind./Normal/0_accessor_definition        482     3     3     3     4
internal_lib!types.PageQueue./PageQueue/first_accessor_definition                  477    13    13    13    13
internal_lib__tokens__PageId_box_axiom_definition                                  476     6     6     6     7
internal_lib!types.Local./Local/page_organization_invariant_definition             475     1     1     1     1
internal_lib!os_mem.impl&__0.wf_os.?_definition                                    469
- [root]                                                                           414     0     0     0     0
- user_lib__os_mem__MemChunk__wf_os_147                                             55     0     0     0     0
internal_lib__types__Local_unbox_axiom_definition                                  458     1     1     1     1
internal_vstd__ptr__PointsTo<lib!types.Page.>_box_axiom_definition                 458     0     0     0     0
internal_lib!types.Local./Local/heap_invariant_definition                          458     2     2     2     2
internal_lib!types.Local./Local/page_empty_global_invariant_definition             458     0     0     0     0
prelude_ext_eq                                                                     454     3     3     4     3
internal_vstd__map__Map<lib!tokens.PageId./lib!types.PageLocalAccess.>_box_...     454     3     3     3     3
internal_lib!types.Page./Page/next_accessor_definition                             453     5     5     5     5
internal_vstd__cell__PCell<lib!types.PageInner.>_box_axiom_definition              452     0     0     0     0
internal_lib!types.Page./Page/inner_accessor_definition                            452     2     2     2     2
internal_lib!types.page_organization_pages_match_data.?_definition                 449    13    16    16    15
internal_lib!types.Local./Local/heap_id_invariant_definition                       444     0     0     0     0
internal_lib!types.Local./Local/tld_id_invariant_definition                        444     0     0     0     0
internal_lib!types.page_organization_segments_match.?_definition                   444
- [root]                                                                             2     0     0     0     0
- user_lib__types__page_organization_segments_match_155                            442     0     0     0     0
internal_lib!types.PageInner./PageInner/reserved_invariant_definition              438     0     0     0     0
internal_lib!types.PageInner./PageInner/capacity_invariant_definition              438     0     0     0     0
internal_lib!types.PageInner./PageInner/xblock_size_accessor_definition            437     4     4     4     4
internal_lib!types.SegmentSharedAccess./SegmentSharedAccess/points_to_acces...     434     0     0     0     0
internal_vstd__ptr__PointsTo<lib!types.SegmentHeader.>_box_axiom_definition        434     0     0     0     0
internal_lib!tokens.SegmentState./SegmentState/shared_access_accessor_defin...     434     0     0     0     0
internal_lib__types__SegmentSharedAccess_box_axiom_definition                      434     0     0     0     0
internal_lib!types.Page./Page/prev_accessor_definition                             433     2     2     2     2
internal_vstd__set__Set<lib!tokens.PageId.>_box_axiom_definition                   432     0     0     0     0
internal_vstd__set__Set<lib!tokens.PageId.>_has_type_always_definition             432     0     0     0     0
internal_lib!types.Local./Local/thread_id_invariant_definition                     432     0     0     0     0
internal_lib!types.PageInner./PageInner/free_accessor_definition                   429     3     3     3     3
internal_lib!layout.page_header_start.?_definition                                 428     0     0     0     0
internal_lib!types.SegmentHeaderMain2./SegmentHeaderMain2_constructor_defin...     425     0     0     0     0
internal_lib!types.SegmentLocalAccess./SegmentLocalAccess/main2_accessor_de...     424     0     0     0     0
internal_vstd__cell__PointsTo<lib!types.SegmentHeaderMain2.>_box_axiom_defi...     424     0     0     0     0
user_vstd__map__axiom_map_remove_different_81                                      420    32    35    36    32
internal_lib!types.impl&__13.wf.?_definition                                       418     0     0     0     0
internal_lib!types.SegmentHeaderMain./SegmentHeaderMain/decommit_mask_acces...     417     0     0     0     0
internal_lib__tokens__SegmentState_box_axiom_definition                            415     0     0     0     0
internal_lib!page_organization.SegmentData./SegmentData/used_accessor_defin...     415     0     0     0     0
internal_lib__tokens__SegmentState_unbox_axiom_definition                          415     0     0     0     0
internal_lib__tokens__SegmentState_has_type_always_definition                      415     0     0     0     0
internal_vstd__ptr__PointsToRaw_box_axiom_definition                               414     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__2.constant.?_definition                  414     0     0     0     0
internal_vstd__atomic__PAtomicU64_box_axiom_definition                             414     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicU64./AtomicU64/not_cancelled_token...     414     0     0     0     0
internal_lib!os_mem.MemChunk./MemChunk/os_accessor_definition                      414     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader/main_accessor_definition           414     0     0     0     0
internal_lib__types__SegmentHeader_box_axiom_definition                            414     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicU64./AtomicU64/patomic_accessor_de...     414     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__2.well_formed.?_definition               414     0     0     0     0
internal_lib!os_mem_util.impl&__0.os_rw_bytes.?_definition                         414     0     0     0     0
internal_lib!types.impl&__11.wf.?_definition                                       414     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicU64./AtomicU64/cancellable_instanc...     414     0     0     0     0
internal_lib!os_mem.impl&__0.wf.?_definition                                       414     0     0     0     0
internal_vstd!set.impl&__0.difference.?_pre_post_definition                        414     0     0     0     0
internal_lib!layout.is_segment_ptr.?_definition                                    414     0     0     0     0
internal_lib!os_mem.impl&__0.range_os_rw.?_definition                              414     0     0     0     0
internal_lib!atomic_ghost_modified.AtomicU64./AtomicU64/atomic_inv_accessor...     414     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader/main2_accessor_definition          414     0     0     0     0
internal_vstd__map__Map<int./u8.>_box_axiom_definition                             414     0     0     0     0
internal_lib!atomic_ghost_modified.impl&__2.constant.?_pre_post_definition         414     0     0     0     0
internal_lib!tokens.SegmentState./SegmentState/is_enabled_accessor_definiti...     414     0     0     0     0
internal_lib!os_mem.MemChunk./MemChunk/points_to_accessor_definition               414     0     0     0     0
internal_lib!os_mem.impl&__0.os_exact_range.?_definition                           414     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader/instance_accessor_definitio...     414     0     0     0     0
internal_vstd__cell__PCell<lib!types.SegmentHeaderMain2.>_box_axiom_definit...     414     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader/segment_id_accessor_definit...     414     0     0     0     0
internal_lib!os_mem_util.segment_info_range.?_definition                           414     0     0     0     0
internal_lib__atomic_ghost_modified__AtomicU64_box_axiom_definition                414     0     0     0     0
internal_vstd__map__Map<int./lib!os_mem.OsMem.>_box_axiom_definition               414     0     0     0     0
internal_vstd__cell__PCell<lib!types.SegmentHeaderMain.>_box_axiom_definiti...     414     0     0     0     0
internal_lib!types.impl&__12.wf.?_definition                                       414     0     0     0     0
internal_lib!types.SegmentHeader./SegmentHeader/thread_id_accessor_definiti...     414     0     0     0     0
internal_lib!types.SegmentHeaderMain2./SegmentHeaderMain2/used_accessor_def...     414     0     0     0     0
internal_lib!types.PageQueue./PageQueue_constructor_definition                     410     4     4     4     4
internal_lib!bin_sizes.valid_bin_idx.?_definition                                  407     8     8     8     8
internal_lib!types.SegmentLocalAccess./SegmentLocalAccess/main_accessor_def...     398     0     0     0     0
internal_vstd__cell__PCell<u32.>_box_axiom_definition                              398     0     0     0     0
internal_lib!types.Page./Page/count_accessor_definition                            398     0     0     0     0
internal_vstd__cell__PointsTo<lib!types.SegmentHeaderMain.>_box_axiom_defin...     398     0     0     0     0
internal_lib!types.PageInner./PageInner/used_accessor_definition                   397     3     3     3     3
internal_lib__page_organization__SegmentData_has_type_always_definition            396     0     0     0     0
internal_lib__page_organization__SegmentData_unbox_axiom_definition                396     0     0     0     0
internal_lib__page_organization__SegmentData_box_axiom_definition                  396     0     0     0     0
internal_lib!types.SegmentHeaderMain./SegmentHeaderMain/commit_mask_accesso...     395     0     0     0     0
internal_lib!types.SegmentHeaderMain./SegmentHeaderMain_constructor_definit...     393     0     0     0     0
prelude_nat_clip                                                                   393     3     3     3     4
internal_lib!types.PageInner./PageInner/xblock_size_invariant_definition           391     0     0     0     0
internal_lib__types__SegmentLocalAccess_unbox_axiom_definition                     389     0     0     0     0
internal_lib!types.AtomicHeapPtr./AtomicHeapPtr_constructor_definition             388     0     0     0     0
internal_lib__types__SegmentLocalAccess_has_type_always_definition                 387     0     0     0     0
internal_lib__types__SegmentLocalAccess_box_axiom_definition                       387     0     0     0     0
internal_lib__page_organization__PageHeaderKind_box_axiom_definition               383     1     1     1     1
internal_lib!types.Page./Page_constructor_definition                               382     0     0     0     0
internal_lib__page_organization__PageHeaderKind_has_type_always_definition         380     0     0     0     0
internal_lib!linked_list.impl&__7.wf.?_definition                                  379     0     0     0     1
